201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201513,201514,201515,201516,201517,201518,201519,201520,201521,201522,201523,201524,201525,201526,201527,201528,201529,201530,201531,201532,201533,201534,201535,201536,201537,201538,201539,201540,201541,201542,201543,201544,201545,201546,201547,201548,201549,201550,201551,201552,201553,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201613,201614,201615,201616,201617,201618,201619,201620,201621,201622,201623,201624,201625,201626,201627,201628,201629,201630,201631,201632,201633,201634,201635,201636,201637,201638,201639,201640,201641,201642,201643,201644,201645,201646,201647,201648,201649,201650,201651,201652,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201713,201714,201715,201716,201717,201718,201719,201720,201721,201722,201723,201724,201725,201726,201727,201728,201729,201730,201731,201732,201733,201734,201735,201736,201737,201738,201739,201740,201741,201742,201743,201744,201745,201746,201747,201748,201749,201750,201751,201752,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810
11667,14976,15623,14809,16495,11980,17264,13222,7500,5539,8470,12692,10561,13827,12755,12348,13930,13793,11490,11888,10886,13723,13605,14117,13079,11727,12070,12086,14990,15438,16024,12903,14292,12595,16141,14309,14223,14519,13487,13995,7954,13007,13837,13262,12604,13062,11575,10945,12544,11587,13366,14699,15586,15006,14670,13221,15697,16287,8577,2873,8585,11328,12959,12508,13854,14945,12945,11989,14393,16662,12119,13328,14764,12861,14060,14173,13417,12037,17761,14583,15457,15086,16020,15197,15537,14639,15620,16458,17168,15739,17423,17353,13336,14568,16734,18305,15639,16911,15389,14932,15697,15569,15152,15800,15175,17494,16144,20203,19192,9397,6524,11073,13468,16342,13581,15010,16498,14641,13212,13720,12784,14939,13926,11628,14160,11630,14478,12506,14626,12258,13917,14216,14258,14115,13553,14706,15085,15640,12899,15212,14974,13433,13158,15400,14829,8762,14707,15222,14844,13212,12632,12551,13305,12618,12106,14891,15159,11992,12461,18500,15183,16257,17749,13842,6220,4462,8741
